STUDYID,SITEID,SITENAME,CAT
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,09,Site 9,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Outstanding > 90 days
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Outstanding > 90 days
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Outstanding > 90 days
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Outstanding > 90 days
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Outstanding > 90 days
sample,10,Site 10,Outstanding > 90 days
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Outstanding > 90 days
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Outstanding <= 90 days
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Outstanding <= 90 days
sample,10,Site 10,Outstanding <= 90 days
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Outstanding <= 90 days
sample,10,Site 10,Outstanding <= 90 days
sample,10,Site 10,Outstanding <= 90 days
sample,10,Site 10,Outstanding <= 90 days
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Outstanding > 90 days
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Outstanding <= 90 days
sample,10,Site 10,Outstanding <= 90 days
sample,10,Site 10,Outstanding <= 90 days
sample,10,Site 10,Outstanding <= 90 days
sample,10,Site 10,Outstanding <= 90 days
sample,10,Site 10,Outstanding <= 90 days
sample,10,Site 10,Outstanding <= 90 days
sample,10,Site 10,Outstanding <= 90 days
sample,10,Site 10,Outstanding <= 90 days
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,10,Site 10,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
sample,55,Site 55,Received
