Time,FSC.A,FSC.H,SSC.A
48.9,70792.8,52689,22279.9
49.0,106117.4,70642,50716.8
49.1,152972.0,94714,29625.0
49.3,148788.1,96096,16424.6
49.5,169675.0,97015,262143.0
49.7,203910.7,123010,262143.0
49.9,172169.4,105762,262143.0
50.0,185084.6,107154,27179.2
50.0,167103.3,96806,31086.7
50.1,49581.5,31043,9284.4
50.1,178747.1,101681,31024.7
50.3,94838.6,57082,78130.9
50.4,164197.0,99854,30409.0
50.4,165705.5,103383,24851.7
50.5,152101.5,91706,26219.4
50.5,146347.5,88280,20352.9
50.5,139063.1,84151,262143.0
50.6,69864.6,47391,218752.1
50.7,139241.7,83079,17309.2
50.7,135022.7,79772,9524.1
50.7,85094.1,58326,262143.0
50.8,149293.5,92754,41115.6
50.8,142729.9,89685,19068.8
51.0,171480.7,87394,245012.9
51.0,95031.3,66429,255854.8
51.0,170613.3,97655,22334.4
51.1,96937.6,64422,217400.4
51.2,223769.5,129795,94241.6
51.3,139915.6,88006,22244.2
51.4,136128.7,91355,25018.1
51.4,151724.8,94852,45888.9
51.4,84137.0,56316,20265.5
51.5,130781.8,91020,28714.2
51.6,150220.2,98886,260705.2
51.6,143392.1,91891,38224.2
51.7,200405.4,113566,217691.8
51.7,179705.8,106036,35386.3
51.7,166702.4,94738,33297.6
51.8,154617.8,92665,25545.4
52.0,232021.1,129655,262143.0
52.1,127277.3,82510,201229.6
52.1,171735.7,107130,32501.4
52.1,236864.9,141313,262143.0
52.3,149944.9,83147,35691.8
52.3,130883.2,83586,26945.1
52.3,141694.0,89464,19556.7
52.4,167608.7,99950,26252.3
52.5,164525.4,95769,28995.2
52.7,136422.0,79711,22742.4
52.8,237933.5,132315,262143.0
52.9,92584.4,46541,262143.0
52.9,215840.0,121098,97030.6
52.9,77031.2,41778,23861.9
53.0,115492.3,78475,36284.0
53.0,88267.1,54910,14075.6
53.1,156049.1,88540,34287.4
53.1,88207.1,55873,18523.6
53.2,128629.0,82142,23978.5
53.2,120138.7,80092,20558.7
53.4,158751.8,89836,249938.5
53.4,78052.3,44351,13489.9
53.4,144178.3,81973,26765.6
53.4,179084.1,102713,34436.9
53.5,96746.5,59149,147062.1
53.7,119108.3,67519,262143.0
53.7,155526.5,98887,21462.1
53.9,146773.4,91149,13123.3
53.9,123360.9,77443,241163.6
54.0,177565.4,97048,33768.6
54.0,141945.2,91585,37249.4
54.1,125966.1,87838,34463.2
54.1,151930.0,92762,32251.4
54.2,138499.1,77889,35499.1
54.3,194536.7,108828,30873.4
54.5,182363.2,112893,248841.5
54.7,148538.5,94001,20055.8
54.7,150962.8,97975,30496.4
54.7,140651.2,91602,27944.3
54.7,161608.2,100108,33893.6
54.8,189115.7,114682,224401.5
54.8,171079.0,103408,27218.6
55.0,146156.4,90341,25167.6
55.3,197297.1,107136,262143.0
55.3,128331.8,86834,24461.6
55.4,54236.5,34628,10840.1
55.5,113649.9,68805,12753.9
55.5,191275.5,113771,34431.3
55.6,135349.5,85214,13706.1
55.6,141531.8,88107,250003.3
55.8,117549.1,80107,35454.0
55.8,73228.0,43374,15826.8
55.9,142532.5,92803,30693.8
56.1,150810.7,96518,35232.1
56.2,121130.1,78919,17248.1
56.2,141361.7,94892,41317.7
56.2,125828.8,73716,262143.0
56.2,222479.4,133202,96735.4
56.3,156498.4,103722,34522.4
56.5,242945.0,145310,94011.3
56.6,157263.6,92490,31153.5
56.7,175936.8,117228,74827.8
56.7,141542.7,94767,26319.1
56.7,147550.3,89118,21495.9
56.7,175636.5,106901,28155.8
56.8,203564.4,116891,38451.6
56.8,119875.9,78990,27931.2
56.9,134543.0,85701,18501.1
57.0,152363.6,95022,29869.4
57.0,115813.6,76327,239396.4
57.0,137439.1,87040,30754.9
57.0,121593.4,80479,34792.2
57.1,209164.8,129759,42032.1
57.1,193734.0,116011,27076.7
57.1,233120.9,133037,88940.9
57.1,156250.4,102541,33890.8
57.1,175375.2,109518,56960.2
57.2,71043.2,47015,22919.1
57.2,117831.5,75756,20293.7
57.3,55042.3,30539,21772.3
57.3,163359.3,104369,25382.8
57.4,104013.8,69956,262143.0
57.6,178346.2,104239,28793.1
57.7,242239.9,143526,75815.7
57.7,168129.0,98250,253530.2
58.0,108743.7,64497,20360.4
58.1,78514.0,46196,219472.1
58.1,75653.0,47417,257561.9
58.1,158531.9,95986,26281.5
58.2,156908.7,95745,33647.3
58.2,180306.4,103044,36636.5
58.2,163658.0,97764,35524.5
58.2,160003.0,105217,31846.3
58.3,173805.8,94248,25184.5
58.4,181605.8,91209,262143.0
58.5,146927.0,83627,15804.2
58.5,167146.2,98371,26550.3
58.5,96800.3,46136,16850.4
58.6,142235.3,88437,262143.0
58.7,158451.5,77752,97651.9
58.7,152669.4,94663,20705.4
58.8,154400.2,93316,27324.9
58.9,131014.3,73204,33194.2
59.0,90759.2,47937,200471.9
59.0,97124.0,49133,36422.2
59.0,170786.5,99675,233442.4
59.0,59475.8,38498,11823.3
59.2,157418.8,90865,29718.1
59.2,236614.5,128131,262143.0
59.4,78921.2,50558,24828.2
59.4,141312.6,86139,262143.0
59.5,118429.7,75630,30985.2
59.6,120712.0,78046,28309.0
59.6,234067.1,126530,193985.9
59.7,97312.8,69235,244709.3
59.7,149121.2,92299,29795.2
59.7,165836.6,105292,237058.6
59.8,141045.8,89066,34995.3
60.1,174001.6,100063,32259.9
60.2,146170.4,88463,16583.5
60.2,63456.1,49096,262143.0
60.6,104079.3,62562,262143.0
60.6,172331.6,97696,33733.8
60.6,177093.5,102021,26150.8
60.7,185966.0,111385,262143.0
60.7,176416.5,102132,24590.4
60.7,87446.6,58731,25012.5
60.7,131966.6,78412,17988.8
60.8,154512.5,90289,179191.3
61.0,60467.2,34590,23578.0
61.0,152542.3,93729,22268.6
61.1,214135.0,100786,262143.0
61.1,173725.5,100738,33392.6
61.2,125058.2,80797,27528.8
61.2,209681.9,128174,262143.0
61.2,156856.4,95691,19063.2
61.3,126783.5,76593,33843.8
61.4,170468.2,103538,23215.2
61.5,124900.6,79757,28262.0
61.5,66541.8,40123,11834.6
61.6,172713.0,103879,20652.7
61.6,135096.8,84495,24860.2
61.6,157752.7,91874,28251.7
61.7,130498.7,84531,27300.4
61.8,182704.9,111646,31205.2
61.9,169836.4,102120,28715.1
61.9,167761.6,101237,21196.1
62.0,164261.0,98586,18908.1
62.0,190280.2,109789,262143.0
62.2,143264.2,89346,27942.4
62.2,136587.4,83338,43374.4
62.3,174083.5,96757,29109.9
62.3,181525.5,101503,30417.5
62.5,151166.3,91717,19647.9
62.6,120062.3,76322,221458.4
62.7,108904.4,68467,29699.3
62.7,155053.9,98081,21496.9
62.8,178351.7,106074,25336.8
62.9,72962.8,40041,181867.4
63.0,95068.7,46401,28117.3
63.1,125555.8,71868,16018.5
63.1,167625.1,85872,262143.0
63.3,185982.4,106594,32862.4
63.4,211003.3,109286,31295.4
63.4,218926.5,115829,262143.0
63.4,120328.3,65485,20200.6
63.6,156461.8,89000,18840.4
63.6,222908.4,113386,262143.0
63.8,196080.3,108612,53483.2
63.9,151820.0,70946,151511.1
64.0,173592.1,101706,35190.8
64.1,181119.1,98099,32317.2
64.2,98632.6,58434,32629.3
64.2,181488.8,105446,16905.0
64.2,153476.7,89489,16370.1
64.6,174383.0,104453,23292.3
64.6,50479.3,30706,14229.7
64.6,143290.7,82194,39502.6
64.6,203779.7,124275,31129.0
64.7,176828.3,98996,28826.0
64.8,161678.4,99778,19570.8
65.2,152188.1,84551,24396.8
65.2,156084.2,93751,23248.1
65.2,196741.7,111217,262143.0
65.2,215251.1,129920,262143.0
65.3,70966.7,37024,13892.3
65.3,147924.7,84590,33708.4
65.3,185579.2,106644,33674.6
65.4,163686.9,87926,34878.7
65.4,192968.1,112601,23030.0
65.5,55266.9,37491,15419.8
65.5,155362.7,94548,21342.7
65.6,122730.7,72144,21098.3
65.7,175900.1,101434,262143.0
65.8,156854.1,88068,262143.0
65.8,168029.9,103475,23201.1
65.9,149122.0,93176,14254.2
65.9,83793.1,53870,11800.8
66.0,176733.2,103977,222413.4
66.2,141293.9,87911,37485.3
66.4,138088.9,87591,30081.9
66.4,164867.0,100496,24962.6
66.4,173202.1,104858,25360.3
66.4,157067.0,88514,27173.5
66.5,137443.0,80429,20546.5
66.5,59152.9,31851,13710.8
66.8,133239.6,82250,35407.0
66.9,146740.6,89702,223862.9
67.1,191348.0,105070,37753.2
67.2,172254.4,99183,23606.2
67.2,157518.7,90000,262143.0
67.3,228248.3,122732,211986.0
67.6,139121.6,82133,28247.0
67.6,140664.4,83039,22595.7
67.6,207918.4,118305,262143.0
67.7,168936.3,99072,34245.1
67.9,80589.6,47061,262143.0
68.0,84074.6,52046,19600.9
68.0,145076.9,86868,31738.2
68.1,177203.5,103074,92198.0
68.1,149026.8,79758,30679.7
68.1,165402.9,97537,30910.0
68.3,172660.8,104154,190987.3
68.3,148348.2,91346,21794.8
68.4,150961.2,88765,30208.8
68.4,74707.6,45096,135256.6
68.5,72664.0,44686,16432.1
68.5,86789.0,56118,31306.7
68.6,108428.6,68221,244405.6
68.8,213964.1,121387,216425.6
68.9,190930.7,116851,262143.0
68.9,131114.1,75179,200620.4
69.0,159704.2,94102,23640.1
69.0,80446.9,45266,262143.0
69.1,163791.4,98510,20250.4
69.1,142287.6,65522,36529.3
69.2,133653.0,81472,262143.0
69.2,147473.8,90814,14871.7
69.2,160096.5,91512,37033.2
69.2,129461.3,67062,37170.4
69.3,181405.4,100281,262143.0
69.4,189136.7,103355,24007.6
69.4,236043.6,140345,107277.5
69.5,129305.3,71529,34332.6
69.5,104412.4,66728,26906.6
69.5,189071.2,113638,38540.9
69.6,188689.0,101719,262143.0
69.7,184296.8,109978,28851.4
69.7,186750.7,105298,24863.9
69.8,211304.3,124719,66284.1
69.9,104360.1,67109,10640.8
69.9,168416.8,104274,28968.0
70.0,70234.3,41741,13104.5
70.1,140432.0,77981,28951.1
70.1,198318.9,104208,37841.6
70.1,135099.9,78081,197342.7
70.3,58488.3,30708,9350.2
70.3,231399.5,129783,81604.2
70.5,145809.3,85808,215787.3
70.5,55887.0,41543,262143.0
70.6,149463.6,88507,24686.3
70.6,181953.7,104166,36294.3
70.7,170219.4,102027,27972.5
70.8,159347.8,99112,21623.8
70.9,139413.3,89035,262143.0
70.9,176383.7,105371,38216.6
71.0,189468.2,109503,36290.6
71.0,109487.0,70674,262143.0
71.1,177738.6,86945,260785.1
71.1,184643.9,100639,31310.5
71.2,173333.9,101106,30575.4
71.2,177368.1,95224,262143.0
71.3,159141.8,90879,24922.2
71.3,142818.0,87529,23663.6
71.3,141577.0,89424,31454.3
71.4,224385.7,135599,78126.2
71.4,150178.9,97443,28066.5
71.5,104999.7,61218,26102.9
71.5,133851.9,83247,24123.2
71.6,131007.2,85817,24054.6
71.6,118062.4,78147,194132.6
71.7,154161.5,94898,21918.9
71.7,154544.5,90689,194456.9
71.8,200024.0,104855,254231.5
71.9,238769.7,126262,262143.0
71.9,230475.2,147434,51747.0
71.9,185447.3,111452,262143.0
72.0,75511.8,43769,35645.7
72.0,152366.0,81371,229544.2
72.0,175897.8,106841,262143.0
72.1,136343.2,85026,31685.5
72.2,148969.1,90609,19872.5
72.3,156041.3,101558,18299.9
72.3,77882.2,53178,22564.7
72.4,102911.6,69010,178516.3
72.5,130866.8,72333,199372.1
72.7,173011.8,109547,31588.7
72.8,234712.1,132087,205309.2
72.9,132862.1,85381,24295.2
73.0,174277.0,104801,25102.7
73.1,226999.5,134785,202482.6
73.2,165830.3,88180,56197.0
73.3,148108.7,91260,26806.9
73.3,132249.0,81044,18089.4
73.4,133795.0,82264,42817.0
73.4,170872.3,99715,24606.4
73.4,121194.8,85676,247543.4
73.5,143888.9,95815,20389.5
73.5,241984.8,135247,160270.9
73.5,147810.0,95639,35265.0
73.8,150759.2,97166,258709.6
73.8,122521.6,83056,26365.1
73.9,115918.9,80158,229150.4
74.0,153158.5,94128,25135.6
74.1,144102.7,85781,29819.6
74.3,216529.5,113402,262143.0
74.3,167852.1,101986,32825.7
74.3,161970.9,91554,232425.3
74.4,190203.0,104769,27741.3
74.4,179093.5,103415,26790.9
74.5,162740.0,94233,29981.3
74.5,115538.3,68907,22379.5
74.5,141634.0,91457,38886.9
74.5,166095.5,99260,262143.0
74.6,172188.9,96752,30045.2
74.6,143377.3,94174,22234.8
74.7,148880.9,95923,31040.7
74.8,167723.4,98583,24997.4
74.9,123130.8,78221,22818.5
74.9,126154.9,63814,262143.0
75.0,182189.3,106034,26244.8
75.0,182826.5,102100,38274.9
75.0,130326.3,58951,262143.0
75.1,56844.8,30333,18127.0
75.1,171260.7,98795,28516.8
75.1,155525.8,91630,21022.2
75.1,127515.2,73813,20158.3
75.2,175540.5,97669,33607.8
75.2,118665.3,71568,18812.2
75.3,184522.3,103280,26705.4
75.3,160030.3,93071,32039.9
75.3,58049.9,35754,262143.0
75.4,202796.9,104971,37741.9
75.4,65018.5,36752,11503.7
75.5,72639.8,37690,199428.5
75.5,177358.7,95627,26688.5
75.8,177613.0,104790,21852.2
75.8,70768.6,36507,114458.2
75.9,192843.3,118045,76288.5
75.9,171046.2,102715,24115.7
76.0,71855.9,37739,157017.6
76.0,76832.3,45041,21530.7
76.2,125473.9,79797,36205.0
76.2,65860.1,39831,26433.7
76.3,181165.9,104055,34285.6
76.3,175496.1,107097,22297.7
76.4,139750.3,75725,53621.4
76.5,173567.2,100262,34101.3
76.5,153988.4,93582,18590.4
76.5,91483.9,61364,246280.9
76.5,176188.0,106910,262143.0
76.6,146721.1,94438,247741.7
76.7,70872.4,50628,24864.9
76.7,87549.5,63560,32022.0
76.7,196440.7,119624,37817.1
76.8,178045.9,106784,56446.1
76.8,124356.2,80417,262143.0
76.9,153715.4,95203,26589.8
77.0,165055.8,101573,262143.0
77.0,181662.0,113265,262143.0
77.0,222339.0,136013,86018.5
77.1,115100.7,68157,262143.0
77.1,171284.1,104275,35208.6
77.1,133835.5,81446,29146.6
77.2,47577.7,30449,16216.9
77.2,239060.6,135070,253738.0
77.2,115259.0,76322,15761.0
77.2,111534.5,59499,22902.2
77.4,220426.4,112317,34470.7
77.4,106530.8,68851,260633.8
77.6,129420.7,87366,35521.7
77.6,173320.7,99007,34110.7
77.8,69126.7,39031,22632.4
77.8,180429.6,107183,28487.6
77.8,131313.0,83979,28087.2
77.9,171972.0,105735,262143.0
78.0,159091.9,102047,238891.6
78.0,143359.3,90125,39707.5
78.0,129807.6,78768,26266.4
78.0,169033.0,102830,25789.8
78.1,81427.3,53323,214881.2
78.1,112359.8,72571,262143.0
78.2,155665.4,95676,31449.6
78.2,133029.0,80000,30790.6
78.3,55911.2,30371,24597.9
78.3,158720.6,90031,30077.2
78.4,79285.4,51836,262143.0
78.4,118283.1,66922,29996.3
78.6,202576.1,112183,262143.0
78.7,154176.4,85833,23852.5
78.7,139359.5,87449,28532.8
78.8,195248.0,115196,26414.9
78.8,119720.6,69509,160761.6
78.8,102080.2,57616,71611.1
78.8,165245.3,95780,28959.5
78.8,50567.4,31192,4280.8
79.0,130057.2,82938,228705.8
79.0,206710.9,123133,36378.0
79.0,182092.5,113345,22856.1
79.1,150537.7,91083,26660.3
79.1,160666.7,89002,25439.2
79.2,174397.9,104539,27401.0
79.3,162797.7,95504,36671.3
79.3,102897.6,58962,43030.4
79.5,140361.8,75486,25110.2
79.5,155479.7,97537,25388.5
79.6,149749.1,91846,23720.0
79.6,89034.7,53210,262143.0
79.7,218909.3,125863,76854.4
79.8,73615.6,52739,254286.9
79.9,106324.9,72775,205933.3
80.0,119700.4,74549,42766.2
80.1,174695.8,90722,22380.5
80.1,159148.9,97122,35764.2
80.2,91400.4,53636,22248.9
80.2,141803.2,77829,25999.5
80.3,137435.2,87467,262143.0
80.3,130912.9,83256,27764.8
80.4,161882.0,101670,27433.0
80.4,50506.6,33676,17668.2
80.7,203236.8,104282,40380.5
80.8,146233.6,91996,80028.8
80.9,119605.2,64692,58844.0
81.1,126339.7,77010,17446.4
81.4,158221.4,103591,28372.0
81.5,108884.1,60304,262143.0
81.6,157682.5,92526,63876.8
81.6,151898.8,96867,26308.7
81.7,146979.3,93309,34575.1
81.9,131113.3,88619,31399.8
81.9,153671.7,100731,20022.9
82.0,150263.1,91210,31576.5
82.0,116306.6,73079,34285.6
82.0,118102.1,75282,19956.2
82.1,81147.3,51832,14239.1
82.1,119008.5,72563,262143.0
82.2,167957.4,95390,40870.3
82.2,144068.3,88888,43547.4
82.3,161736.9,96295,25826.5
82.4,58741.8,33822,18666.5
82.4,215503.9,122343,259779.3
82.4,131444.8,78659,262143.0
82.4,144531.7,90999,18846.1
82.4,221190.8,116848,231883.0
82.5,154089.0,96412,25793.6
82.6,156243.4,102226,21534.5
82.7,180991.2,107783,34342.0
82.7,154995.4,99032,35974.7
82.8,158479.6,100744,22395.5
82.8,106223.5,73966,23561.1
82.8,154610.8,99091,28894.7
82.8,214767.5,114969,216846.7
82.8,79460.9,44201,262143.0
82.9,179040.4,109482,41975.7
82.9,129322.4,83070,17485.9
83.0,148983.1,91783,23397.5
83.0,169331.0,99540,39370.0
83.0,114341.0,68403,23028.1
83.0,166282.7,96675,16399.2
83.0,118375.9,77281,23186.0
83.2,152780.2,94988,20725.1
83.2,183750.8,103710,262143.0
83.3,222611.2,133890,43962.9
83.4,112637.5,64127,35155.1
83.5,65529.4,40989,206134.5
83.5,102534.1,62554,19443.9
83.7,183200.9,108126,34759.3
83.7,159528.7,97452,23387.2
83.7,64876.5,40093,199530.0
83.8,180347.7,96936,34510.2
83.8,158732.3,97184,18035.8
83.9,58698.9,36722,12788.7
83.9,148831.0,91096,32070.9
84.0,183558.2,104170,27293.8
84.0,140835.2,89902,17660.7
84.1,159119.2,99405,27746.0
84.2,120980.3,70425,262143.0
84.2,150488.5,89388,19208.0
84.2,169747.5,102221,20658.4
84.4,176599.8,105894,30459.8
84.4,140818.1,89521,35026.3
84.4,164427.1,99025,27997.9
84.6,161711.9,92230,38906.6
84.7,147552.6,87074,15188.5
84.7,162340.6,98033,24355.4
84.8,164131.5,96168,26181.8
84.9,140893.0,81190,19710.9
85.0,55855.8,36402,205459.6
85.0,211617.9,124534,262143.0
85.1,161608.2,98534,18330.9
85.1,207068.9,103034,35554.6
85.1,215730.8,116154,261006.0
85.3,155218.4,97014,26634.0
85.3,186210.2,114911,262143.0
85.6,81477.2,36609,12900.6
85.7,144213.4,81095,235821.6
85.8,187859.9,99427,34373.9
85.8,201018.5,114321,89037.7
85.8,172069.5,98896,18897.8
85.9,148863.8,77823,262143.0
85.9,163796.9,91345,34868.4
85.9,104608.1,59600,208421.5
85.9,228712.4,132974,262143.0
86.0,155124.0,95483,24251.1
86.0,135085.9,79063,38574.8
86.1,182335.1,109312,24024.5
86.1,181988.8,99913,34734.9
86.1,184605.7,102643,262143.0
86.1,203739.1,103233,29391.0
86.1,214000.0,119240,262143.0
86.2,119847.0,77274,25433.6
86.2,152465.8,91755,258774.5
86.2,186508.9,108262,36895.0
86.4,61166.0,30401,212945.7
86.4,164843.6,98323,31622.5
86.5,207325.5,129782,262143.0
86.5,124392.1,75482,19003.0
86.5,190354.3,107856,215069.2
86.7,243205.5,141524,81877.8
86.8,58731.7,33078,14260.7
86.9,206023.0,116285,29272.5
86.9,147745.3,94110,245670.9
87.0,153225.5,91924,30403.4
87.0,144726.7,89713,22047.7
87.1,183746.9,109636,27946.2
87.1,160453.8,97293,24074.3
87.3,170515.0,100659,26553.1
87.4,131461.2,77027,23332.7
87.4,180208.1,106150,25737.2
87.5,146681.3,86943,27447.1
87.6,157531.9,87522,262143.0
87.7,171447.9,102991,25146.9
87.8,139318.9,80823,19186.3
87.9,166227.4,90360,262143.0
87.9,171152.3,98307,26702.6
88.0,58008.6,32194,8729.8
88.0,191844.1,111950,29061.0
88.0,121654.3,83800,244693.3
88.1,164146.3,103226,26224.1
88.1,198375.8,113316,42061.2
88.3,163574.6,96039,159773.7
88.3,142881.2,91698,24860.2
88.3,131447.2,86999,43326.5
88.4,135463.4,88173,29829.0
88.4,186328.0,113608,36400.6
88.5,62338.4,43081,32587.9
88.5,126190.0,79531,40672.9
88.5,142626.1,87841,19694.9
88.6,126498.8,80481,220717.6
88.6,49619.7,31061,12488.8
88.7,112440.1,72337,34277.1
88.7,143591.8,90832,224757.8
88.7,160687.0,96265,18485.1
88.8,157695.7,97990,18602.6
89.1,173014.1,107620,23947.4
89.1,129238.2,84991,24740.8
89.1,164601.8,101763,37427.0
89.2,121768.1,79409,262143.0
89.2,182718.1,114831,32276.8
89.4,160384.4,91541,29893.9
89.5,144861.6,92778,18337.5
89.5,72904.3,46865,209594.6
89.5,45011.5,33249,38274.9
89.5,98123.2,71589,262143.0
89.6,241195.5,130432,215228.0
89.6,96751.2,71311,189111.1
89.6,136540.6,88830,262143.0
89.7,99264.4,52597,23399.4
89.8,185432.5,120674,99320.4
89.8,145947.4,88743,22451.9
90.0,183093.3,109234,31251.2
90.0,45608.9,30058,16311.8
90.0,171577.4,100772,26669.7
90.2,127486.3,80622,20619.8
90.3,125906.8,77675,12196.5
90.3,136318.3,89418,21508.1
90.5,161594.9,94342,27641.6
90.6,107149.4,75759,262143.0
90.6,176078.8,98952,262143.0
90.6,145293.7,92337,262143.0
90.6,127849.8,84924,17403.2
90.7,146307.7,98462,195955.2
90.8,47834.3,30627,144196.9
90.9,176259.7,107264,17645.7
91.0,158169.2,99227,24351.6
91.0,121940.5,81355,26759.0
91.1,147825.6,93691,28932.3
91.1,112487.7,68544,237448.7
91.1,101217.5,66625,262143.0
91.2,159312.7,95744,28947.3
91.2,227791.2,133192,124626.1
91.3,140273.6,93363,181373.9
91.3,126549.5,82667,25469.3
91.3,160146.5,95648,19968.4
91.5,132100.8,82307,25175.1
91.5,227707.0,140185,56785.4
91.7,223087.0,117594,262143.0
92.0,164970.0,95244,31328.3
92.0,66590.2,38470,30925.1
92.3,168820.1,102202,24546.2
92.5,131872.3,82090,22849.5
92.5,136067.1,82231,23026.2
92.5,102577.0,63329,13771.9
92.6,147146.2,82897,219001.2
92.6,98143.5,61861,11874.1
92.8,79760.5,51523,209840.0
92.9,148511.2,92947,28047.7
92.9,117587.3,65359,17385.3
92.9,177772.9,100784,34284.6
93.0,114566.4,74099,179714.8
93.0,148158.7,93214,261758.0
93.1,154020.4,93947,21783.6
93.1,118751.9,70774,219302.9
93.3,148606.4,85730,15020.3
93.3,151067.3,87615,33046.6
93.5,206436.4,123129,262143.0
93.5,148275.7,93791,27822.1
93.6,143810.9,88970,26188.4
93.6,54084.4,34138,21543.9
93.7,130759.2,85451,34924.8
93.8,103117.6,49549,18939.1
93.8,219056.0,102607,262143.0
93.8,143191.6,82450,32626.5
93.9,154580.4,92262,25349.9
94.0,98650.5,57764,15052.2
94.1,154435.3,91131,20874.6
94.1,153705.2,88435,37806.8
94.1,134797.3,82310,29185.1
94.1,169792.7,103618,17937.1
94.2,164619.8,101889,22629.6
94.2,121265.8,81404,167475.1
94.3,157477.3,97027,26680.0
94.3,131108.6,85779,28516.8
94.4,160957.7,95646,31691.2
94.4,127578.4,78699,28748.0
94.5,156757.4,94156,24867.7
94.6,183289.1,101714,28634.3
94.7,183415.4,107289,25412.9
94.7,164043.4,101285,18583.8
94.7,168730.4,107569,259528.4
94.9,140343.1,88125,20555.9
95.0,160378.9,98757,31190.1
95.1,148698.4,93018,18180.5
95.1,151466.6,95122,262143.0
95.2,154329.2,101146,262143.0
95.3,135023.5,86207,25752.2
95.4,133610.9,75773,205866.6
95.4,53054.0,30850,10043.9
95.5,111410.5,67326,19858.4
95.7,49467.6,30909,12293.3
95.8,200841.4,124518,55773.0
95.9,154216.1,93631,38645.3
95.9,148338.8,89828,30051.8
95.9,137026.5,91330,36158.0
96.1,138630.2,89310,25298.2
96.2,163289.1,99452,41611.9
96.2,71104.0,40044,20588.8
96.2,118669.2,80115,24750.2
96.3,86154.1,56240,30475.7
96.5,72779.5,52572,262143.0
96.5,93216.2,57541,31981.6
96.5,163531.7,98815,33950.9
96.6,188526.0,98175,33260.0
96.7,135255.1,78956,33287.3
96.9,159372.7,101964,103092.6
96.9,118328.3,76902,227263.8
96.9,166376.3,101235,30612.0
97.0,140371.9,86761,24354.5
97.0,122025.5,81463,27678.3
97.1,90726.5,54126,238271.2
97.2,53856.7,32922,16656.8
97.3,89107.2,60334,185051.2
97.3,134036.0,84557,24670.3
97.3,157069.4,100513,30714.5
97.3,174699.7,98348,179448.8
97.5,227788.9,132447,262143.0
97.5,136040.6,89187,16086.2
97.6,107625.2,67785,19396.0
97.6,93690.5,52303,20861.4
97.7,194468.8,99129,262143.0
97.8,145473.1,86961,23830.9
97.8,185315.5,107282,22899.3
97.8,174444.7,106868,262143.0
97.9,134869.8,84863,27271.3
98.0,153833.9,91886,20011.7
98.3,138070.9,80626,24574.4
98.3,48948.9,30611,22138.9
98.4,189384.0,105818,222797.9
98.4,134500.9,73119,25053.8
98.5,165791.3,91640,27198.9
98.5,225069.0,116402,262143.0
98.5,171988.4,109314,218101.6
98.5,58966.4,31439,11954.0
98.7,57573.4,35284,219738.2
98.7,145892.0,81191,56218.6
98.8,205991.8,92730,45952.8
98.9,134871.4,80268,232020.2
98.9,182979.4,106521,32489.2
98.9,170585.2,101312,38238.3
98.9,233374.4,137170,186227.2
99.1,163054.3,90594,262143.0
99.1,131689.0,77948,22193.4
99.1,110779.5,65895,26661.2
99.2,169717.1,104616,252981.3
99.2,135593.6,84357,28557.2
99.2,164512.1,100251,27793.9
99.3,75955.6,45066,12950.4
99.3,49954.3,30039,15313.5
99.4,122594.2,62857,22577.9
99.4,177123.2,97966,40178.4
99.6,60618.5,30164,14482.6
99.6,172400.3,89488,225836.9
99.6,163754.0,99488,260832.1
99.7,170901.1,89006,27689.6
99.7,186045.6,104166,31152.5
99.7,107402.9,58216,103343.6
99.8,54030.6,30685,12862.0
99.8,146132.2,90078,238875.6
99.8,142540.3,83301,21234.6
99.9,180524.0,99970,260090.5
99.9,91766.2,54418,240708.6
99.9,162156.5,92468,26185.6
100.0,161980.3,92385,31854.7
100.1,180427.3,100089,15334.2
100.3,96019.6,61379,17398.5
100.4,151908.1,93577,23178.5
100.4,187577.5,98808,40709.5
100.4,117441.5,72742,26758.0
100.5,173386.2,98905,205944.6
100.5,241413.9,127404,209548.6
100.8,79691.0,45973,33288.2
100.8,164197.0,94029,28137.0
100.9,136066.3,85327,31728.8
101.0,158155.9,90159,29865.7
101.1,160713.5,97711,21704.6
101.1,158350.1,92290,37988.2
101.2,134347.2,86558,262143.0
101.2,140932.7,84653,27624.7
101.3,112596.1,77714,29284.8
101.3,183422.5,105890,262143.0
101.4,167532.3,97888,18341.3
101.4,164916.2,99091,21604.0
101.5,151314.5,93614,16756.4
101.5,239203.4,130747,262143.0
101.7,179633.2,107337,238732.7
101.8,181053.6,112918,33622.9
101.8,128500.3,82375,29323.3
101.8,182693.2,110387,240590.2
101.9,109045.6,66813,14872.7
102.0,137925.8,78493,30795.3
102.0,173168.6,108073,28819.5
102.0,115517.2,70217,21704.6
102.0,103928.0,64009,22989.6
102.2,166608.8,97865,29147.5
102.2,68747.6,35841,24687.2
102.2,125662.7,86336,33026.0
102.2,128557.3,85414,18000.1
102.3,118382.2,69949,36194.7
102.3,150716.3,96195,31143.1
102.3,164692.3,94179,30315.0
102.3,169131.3,103851,241412.7
102.5,136163.0,85978,16106.0
102.7,169079.8,97499,17030.9
102.7,161968.5,91437,35267.9
102.7,242441.9,132409,184575.6
102.9,238126.2,139751,87437.9
102.9,138935.9,86092,21568.3
102.9,141750.2,84964,28453.8
103.0,183106.5,110203,20082.2
103.1,206907.5,116993,213312.3
103.1,186184.4,102979,22242.3
103.1,81221.4,51798,233077.7
103.1,65944.3,39954,201874.4
